,0,1,2,3,4
1,401,"Vanitas no Karte Part 2  TV (12 eps)  Jan 2022 - Apr 2022  301,978 members  Manga Store Volume 1 $8.99 Preview",8.19,,Add to My List
2,402,"Wu Liuqi: Anying Suming  ONA (10 eps)  Jan 2023 - Mar 2023  29,184 members",8.19,,Add to My List
3,403,"Asobi Asobase  TV (12 eps)  Jul 2018 - Sep 2018  503,195 members",8.19,,Add to My List
4,404,"BanG Dream! Ave Mujica  TV (13 eps)  Jan 2025 - 13,457 members",8.19,,Add to My List
5,405,"Cang Yuan Tu  ONA (26 eps)  Jun 2023 - Dec 2023  3,163 members",8.19,,Add to My List
6,406,"Dragon Ball Super: Broly  Movie (1 eps)  Dec 2018 - Dec 2018  430,416 members",8.19,,Add to My List
7,407,"Dragon Ball Z  TV (291 eps)  Apr 1989 - Jan 1996  1,266,046 members",8.19,,Add to My List
8,408,"Fate/strange Fake: Whispers of Dawn  TV Special (1 eps)  Jul 2023 - Jul 2023  89,987 members",8.19,,Add to My List
9,409,"Maison Ikkoku  TV (96 eps)  Mar 1986 - Mar 1988  76,940 members",8.19,,Add to My List
10,410,"Mo Dao Zu Shi Q  ONA (30 eps)  Jul 2020 - Jan 2021  25,700 members",8.19,,Add to My List
11,411,"One Piece Movie 14: Stampede  Movie (1 eps)  Aug 2019 - Aug 2019  203,960 members",8.19,,Add to My List
12,412,"One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari  TV Special (1 eps)  Aug 2013 - Aug 2013  64,982 members",8.19,,Add to My List
13,413,"Major S2  TV (26 eps)  Dec 2005 - Jun 2006  73,773 members",8.18,,Add to My List
14,414,"Major S4  TV (26 eps)  Jan 2008 - Jun 2008  67,195 members",8.18,,Add to My List
15,415,"Meitantei Conan Movie 20: Junkoku no Nightmare  Movie (1 eps)  Apr 2016 - Apr 2016  43,838 members",8.18,,Add to My List
16,416,"Nomad: Megalo Box 2  TV (13 eps)  Apr 2021 - Jun 2021  208,836 members",8.18,,Add to My List
17,417,"Non Non Biyori Repeat  TV (12 eps)  Jul 2015 - Sep 2015  205,875 members",8.18,,Add to My List
18,418,"Stand By Me Doraemon 2  Movie (1 eps)  Nov 2020 - Nov 2020  26,670 members",8.18,,Add to My List
19,419,"xxxHOLiC Rou  OVA (2 eps)  Apr 2010 - Mar 2011  71,616 members  Manga Store Volume 1 $27.99 Preview",8.18,,Add to My List
20,420,"Yojouhan Time Machine Blues  ONA (6 eps)  Sep 2022 - Oct 2022  46,808 members",8.18,,Add to My List
21,421,"Yoru wa Mijikashi Arukeyo Otome  Movie (1 eps)  Apr 2017 - Apr 2017  132,589 members  Manga Store Volume 1 $12.99 Preview",8.18,,Add to My List
22,422,"Ballroom e Youkoso  TV (24 eps)  Jul 2017 - Dec 2017  346,828 members  Manga Store Volume 1 $17.99 Preview",8.18,,Add to My List
23,423,"Chihayafuru  TV (25 eps)  Oct 2011 - Mar 2012  475,181 members  Manga Store Volume 1 $15.99 Preview",8.18,,Add to My List
24,424,"Fate/stay night: Unlimited Blade Works  TV (12 eps)  Oct 2014 - Dec 2014  1,105,156 members",8.18,,Add to My List
25,425,"Girls & Panzer Movie  Movie (1 eps)  Nov 2015 - Nov 2015  110,917 members",8.18,,Add to My List
26,426,"Hachimitsu to Clover II  TV (12 eps)  Jun 2006 - Sep 2006  109,068 members",8.18,,Add to My List
27,427,"Haikyuu!! Movie 3: Sainou to Sense  Movie (1 eps)  Sep 2017 - Sep 2017  97,643 members",8.18,,Add to My List
28,428,"Hunter x Hunter: Greed Island  OVA (8 eps)  Feb 2003 - Apr 2003  162,067 members",8.18,,Add to My List
29,429,"Initial D Second Stage  TV (13 eps)  Oct 1999 - Jan 2000  232,968 members  Manga Store Volume 1 $15.99 Preview",8.18,,Add to My List
30,430,"Ao Ashi  TV (24 eps)  Apr 2022 - Sep 2022  230,125 members",8.17,,Add to My List
31,431,"Bakuman.  TV (25 eps)  Oct 2010 - Apr 2011  635,967 members",8.17,,Add to My List
32,432,"Black Lagoon: The Second Barrage  TV (12 eps)  Oct 2006 - Dec 2006  536,421 members",8.17,,Add to My List
33,433,"Bungou Stray Dogs 2nd Season  TV (12 eps)  Oct 2016 - Dec 2016  894,299 members  Manga Store Volume 1 $8.99 Preview",8.17,,Add to My List
34,434,"Cardcaptor Sakura  TV (70 eps)  Apr 1998 - Mar 2000  452,083 members  Manga Store Volume 1 $19.99 Preview",8.17,,Add to My List
35,435,"Digimon Adventure: Last Evolution Kizuna  Movie (1 eps)  Feb 2020 - Feb 2020  47,144 members",8.17,,Add to My List
36,436,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 2  Movie (4 eps)  Oct 2019 - Oct 2019  27,236 members",8.17,,Add to My List
37,437,"Initial D Fourth Stage  TV (24 eps)  Apr 2004 - Feb 2006  198,933 members  Manga Store Volume 1 $15.99 Preview",8.17,,Add to My List
38,438,"K-On!!  TV (26 eps)  Apr 2010 - Sep 2010  718,235 members  Manga Store Volume 1 $8.99 Preview",8.17,,Add to My List
39,439,"Kotarou wa Hitorigurashi  ONA (10 eps)  Mar 2022 - Mar 2022  169,437 members",8.17,,Add to My List
40,440,"Little Busters! Refrain  TV (13 eps)  Oct 2013 - Dec 2013  170,410 members",8.17,,Add to My List
41,441,"Made in Abyss Movie 1: Tabidachi no Yoake  Movie (1 eps)  Jan 2019 - Jan 2019  138,350 members",8.17,,Add to My List
42,442,"Meitantei Conan  TV (? eps)  Jan 1996 - 359,484 members",8.17,,Add to My List
43,443,"No Game No Life: Zero  Movie (1 eps)  Jul 2017 - Jul 2017  898,831 members  Manga Store Volume 1 $9.99 Preview",8.17,,Add to My List
44,444,"Yuukoku no Moriarty  TV (11 eps)  Oct 2020 - Dec 2020  456,956 members",8.17,,Add to My List
45,445,"Sono Bisque Doll wa Koi wo Suru  TV (12 eps)  Jan 2022 - Mar 2022  1,148,400 members",8.16,,Add to My List
46,446,"Tengen Toppa Gurren Lagann Movie 1: Gurren-hen  Movie (1 eps)  Sep 2008 - Sep 2008  171,526 members",8.16,,Add to My List
47,447,"Yi Nian Yong Heng: Chuan Cheng Pian  ONA (54 eps)  Jul 2022 - Jul 2023  7,297 members",8.16,,Add to My List
48,448,"Akira  Movie (1 eps)  Jul 1988 - Jul 1988  888,007 members",8.16,,Add to My List
49,449,"Aria the Natural  TV (26 eps)  Apr 2006 - Sep 2006  81,785 members",8.16,,Add to My List
50,450,"Dr. Stone: Stone Wars  TV (11 eps)  Jan 2021 - Mar 2021  1,097,904 members",8.16,,Add to My List
0,Rank,Title,Score,,
1,451,"Girls & Panzer: Saishuushou Part 3  Movie (1 eps)  Mar 2021 - Mar 2021  30,778 members",8.16,,Add to My List
2,452,"Higurashi no Naku Koro ni Kai  TV (24 eps)  Jul 2007 - Dec 2007  491,066 members  Manga Store Volume 1 $16.99 Preview",8.16,,Add to My List
3,453,"Holo no Graffiti  ONA (? eps)  May 2019 - 56,783 members",8.16,,Add to My List
4,454,"Horimiya: Piece  TV (13 eps)  Jul 2023 - Sep 2023  372,177 members  Manga Store Volume 1 $3.99 Preview",8.16,,Add to My List
5,455,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru  OVA (1 eps)  Dec 2016 - Dec 2016  68,582 members",8.16,,Add to My List
6,456,"Make Heroine ga Oosugiru!  TV (12 eps)  Jul 2024 - Sep 2024  242,609 members",8.16,,Add to My List
7,457,"Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha  Movie (1 eps)  Jan 2021 - Jan 2021  38,709 members",8.16,,Add to My List
8,458,"Ouran Koukou Host Club  TV (26 eps)  Apr 2006 - Sep 2006  1,160,216 members",8.16,,Add to My List
9,459,"Lupin III: Cagliostro no Shiro  Movie (1 eps)  Dec 1979 - Dec 1979  120,858 members",8.15,,Add to My List
10,460,"Lycoris Recoil  TV (13 eps)  Jul 2022 - Sep 2022  535,648 members",8.15,,Add to My List
11,461,"Non Non Biyori Nonstop: Bukatsu wo Ganbatta  OVA (1 eps)  Mar 2022 - Mar 2022  23,873 members",8.15,,Add to My List
12,462,"Toaru Kagaku no Railgun T  TV (25 eps)  Jan 2020 - Sep 2020  241,577 members",8.15,,Add to My List
13,463,"Dr. Stone: New World  TV (11 eps)  Apr 2023 - Jun 2023  514,343 members",8.15,,Add to My List
14,464,"Dr. Stone: Ryuusui  TV Special (1 eps)  Jul 2022 - Jul 2022  325,950 members",8.15,,Add to My List
15,465,"Dr. Stone: Science Future  TV (12 eps)  Jan 2025 - 148,364 members",8.15,,Add to My List
16,466,"Fate/stay night Movie: Heaven's Feel - I. Presage Flower  Movie (1 eps)  Oct 2017 - Oct 2017  473,635 members",8.15,,Add to My List
17,467,"Black Clover  TV (170 eps)  Oct 2017 - Mar 2021  1,758,892 members",8.14,,Add to My List
18,468,"Death Parade  TV (12 eps)  Jan 2015 - Mar 2015  1,829,655 members",8.14,,Add to My List
19,469,"Eiga Daisuki Pompo-san  Movie (1 eps)  Jun 2021 - Jun 2021  55,816 members",8.14,,Add to My List
20,470,"Kaiba  TV (12 eps)  Apr 2008 - Jul 2008  157,919 members",8.14,,Add to My List
21,471,"Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen  Movie (1 eps)  Apr 2015 - Apr 2015  269,982 members",8.14,,Add to My List
22,472,"Major: Message  OVA (1 eps)  Dec 2010 - Dec 2010  31,681 members",8.14,,Add to My List
23,473,"Noragami Aragoto  TV (13 eps)  Oct 2015 - Dec 2015  1,493,681 members  Manga Store Volume 1 $15.99 Preview",8.14,,Add to My List
24,474,"Ore dake Level Up na Ken: ReAwakening  Movie (1 eps)  Nov 2024 - Nov 2024  38,754 members",8.14,,Add to My List
25,475,"Shinigami Bocchan to Kuro Maid 3rd Season  TV (12 eps)  Apr 2024 - Jun 2024  57,477 members",8.14,,Add to My List
26,476,"Spy x Family Movie: Code: White  Movie (1 eps)  Dec 2023 - Dec 2023  182,845 members",8.14,,Add to My List
27,477,"Tensei shitara Slime Datta Ken  TV (24 eps)  Oct 2018 - Mar 2019  1,529,849 members  Manga Store Volume 1 $17.99 Preview",8.14,,Add to My List
28,478,"Shokugeki no Souma  TV (24 eps)  Apr 2015 - Sep 2015  1,686,693 members",8.13,,Add to My List
29,479,"Working!!! Lord of the Takanashi  Special (1 eps)  Mar 2016 - Mar 2016  105,128 members",8.13,,Add to My List
30,480,"Eizouken ni wa Te wo Dasu na!  TV (12 eps)  Jan 2020 - Mar 2020  349,739 members",8.13,,Add to My List
31,481,"Ginga Eiyuu Densetsu Gaiden  OVA (24 eps)  Feb 1998 - Sep 1998  25,226 members",8.13,,Add to My List
32,482,"Given: Uragawa no Sonzai  OVA (1 eps)  Dec 2021 - Dec 2021  93,966 members",8.13,,Add to My List
33,483,"IDOLiSH7 Second Beat!  TV (15 eps)  Apr 2020 - Dec 2020  33,396 members",8.13,,Add to My List
34,484,"Interstella5555: The 5tory of The 5ecret 5tar 5ystem  Movie (1 eps)  Dec 2003 - Dec 2003  77,318 members",8.13,,Add to My List
35,485,"Kidou Senshi Gundam: The Origin - Zenya Akai Suisei  TV (13 eps)  Apr 2019 - Aug 2019  24,895 members",8.13,,Add to My List
36,486,"Lupin III: Part 5  TV (24 eps)  Apr 2018 - Sep 2018  46,064 members",8.13,,Add to My List
37,487,"Nisemonogatari  TV (11 eps)  Jan 2012 - Mar 2012  749,244 members  Manga Store Part1 $13.99 Preview",8.13,,Add to My List
38,488,"Nodame Cantabile: Paris-hen  TV (11 eps)  Oct 2008 - Dec 2008  127,166 members  Manga Store Volume 1 $15.99 Preview",8.13,,Add to My List
39,489,"Princess Tutu  TV (38 eps)  Aug 2002 - May 2003  175,447 members",8.13,,Add to My List
40,490,"Katekyou Hitman Reborn!  TV (203 eps)  Oct 2006 - Sep 2010  569,122 members",8.12,,Add to My List
41,491,"Kaze Tachinu  Movie (1 eps)  Jul 2013 - Jul 2013  357,125 members",8.12,,Add to My List
42,492,"Kimetsu no Yaiba: Hashira Geiko-hen  TV (8 eps)  May 2024 - Jun 2024  578,391 members",8.12,,Add to My List
43,493,"Paripi Koumei  TV (12 eps)  Apr 2022 - Jun 2022  312,052 members  Manga Store Volume 1 $15.99 Preview",8.12,,Add to My List
44,494,"Precure All Stars Movie F  Movie (1 eps)  Sep 2023 - Sep 2023  3,472 members",8.12,,Add to My List
45,495,"Seirei no Moribito  TV (26 eps)  Apr 2007 - Sep 2007  224,884 members",8.12,,Add to My List
46,496,"Shen Yin Wangzuo  ONA (26 eps)  Apr 2022 - Sep 2022  8,366 members",8.12,,Add to My List
47,497,"Skip to Loafer  TV (12 eps)  Apr 2023 - Jun 2023  298,481 members",8.12,,Add to My List
48,498,"Gankutsuou  TV (24 eps)  Oct 2004 - Mar 2005  257,666 members",8.12,,Add to My List
49,499,"Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru  Special (1 eps)  Apr 2015 - Apr 2015  42,667 members",8.12,,Add to My List
50,500,"Given Movie 1  Movie (1 eps)  Aug 2020 - Aug 2020  247,966 members",8.12,,Add to My List
0,Rank,Title,Score,,
1,501,"Golden Kamuy 4th Season  TV (13 eps)  Oct 2022 - Jun 2023  105,614 members",8.12,,Add to My List
2,502,"Hinamatsuri  TV (12 eps)  Apr 2018 - Jun 2018  531,025 members",8.12,,Add to My List
3,503,"Buddy Daddies  TV (12 eps)  Jan 2023 - Apr 2023  308,228 members",8.11,,Add to My List
4,504,"Diamond no Ace  TV (75 eps)  Oct 2013 - Mar 2015  253,596 members  Manga Store Volume 1 $15.99 Preview",8.11,,Add to My List
5,505,"Fullmetal Alchemist  TV (51 eps)  Oct 2003 - Oct 2004  1,504,785 members  Manga Store Volume 1 $8.99 Preview",8.11,,Add to My List
6,506,"Initial D Fifth Stage  TV (14 eps)  Nov 2012 - May 2013  159,150 members  Manga Store Volume 1 $15.99 Preview",8.11,,Add to My List
7,507,"JoJo no Kimyou na Bouken Part 3: Stardust Crusaders  TV (24 eps)  Apr 2014 - Sep 2014  1,272,249 members",8.11,,Add to My List
8,508,"Kamisama Hajimemashita  TV (13 eps)  Oct 2012 - Dec 2012  682,988 members",8.11,,Add to My List
9,509,"Kuragehime  TV (11 eps)  Oct 2010 - Dec 2010  249,013 members  Manga Store Volume 1 $27.99 Preview",8.11,,Add to My List
10,510,"Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's  Movie (1 eps)  Jul 2012 - Jul 2012  24,897 members",8.11,,Add to My List
11,511,"Meitantei Conan Movie 05: Tengoku e no Countdown  Movie (1 eps)  Apr 2001 - Apr 2001  66,045 members",8.11,,Add to My List
12,512,"Meitantei Conan Movie 14: Tenkuu no Lost Ship  Movie (1 eps)  Apr 2010 - Apr 2010  59,366 members",8.11,,Add to My List
13,513,"One Piece Film: Z  Movie (1 eps)  Dec 2012 - Dec 2012  296,527 members",8.11,,Add to My List
14,514,"One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna  TV Special (1 eps)  Aug 2012 - Aug 2012  72,535 members",8.11,,Add to My List
15,515,"Ookami to Koushinryou: Merchant Meets the Wise Wolf  TV (25 eps)  Apr 2024 - Sep 2024  224,205 members  Manga Store Volume 1 $4.99 Preview",8.11,,Add to My List
16,516,"Saiki Kusuo no Ψ-nan: Ψ-shidou-hen  ONA (6 eps)  Dec 2019 - Dec 2019  233,376 members",8.11,,Add to My List
17,517,"Stand By Me Doraemon  Movie (1 eps)  Aug 2014 - Aug 2014  58,093 members",8.11,,Add to My List
18,518,"Tamayura: Sotsugyou Shashin Part 4 - Ashita  Movie (1 eps)  Apr 2016 - Apr 2016  12,166 members",8.11,,Add to My List
19,519,"Toki wo Kakeru Shoujo  Movie (1 eps)  Jul 2006 - Jul 2006  809,826 members",8.10,,Add to My List
20,520,"Akatsuki no Yona OVA  OVA (3 eps)  Sep 2015 - Dec 2016  139,730 members",8.10,,Add to My List
21,521,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me  Movie (1 eps)  Jan 2018 - Jan 2018  284,112 members",8.10,,Add to My List
22,522,"Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue  Special (1 eps)  Nov 2015 - Nov 2015  35,567 members",8.10,,Add to My List
23,523,"JoJo no Kimyou na Bouken Part 6: Stone Ocean  ONA (12 eps)  Dec 2021 - Dec 2021  541,802 members",8.10,,Add to My List
24,524,"Kidou Senshi Gundam 00  TV (25 eps)  Oct 2007 - Mar 2008  225,486 members",8.10,,Add to My List
25,525,"Kono Subarashii Sekai ni Shukufuku wo!  TV (10 eps)  Jan 2016 - Mar 2016  2,041,355 members  Manga Store Volume 1 $9.99 Preview",8.10,,Add to My List
26,526,"Koukaku Kidoutai: Stand Alone Complex - Solid State Society  TV Special (1 eps)  Sep 2006 - Sep 2006  103,194 members",8.10,,Add to My List
27,527,"Mahoutsukai no Yome: Hoshi Matsu Hito  OVA (3 eps)  Sep 2016 - Sep 2017  289,835 members",8.10,,Add to My List
28,528,"Saint Seiya: The Lost Canvas - Meiou Shinwa 2  OVA (13 eps)  Feb 2011 - Jul 2011  77,816 members",8.10,,Add to My List
29,529,"Jigokuraku  TV (13 eps)  Apr 2023 - Jul 2023  783,085 members",8.09,,Add to My List
30,530,"Kidou Senshi Gundam Unicorn  OVA (7 eps)  Mar 2010 - Jun 2014  102,294 members",8.09,,Add to My List
31,531,"Kuroko no Basket: Saikou no Present desu  Special (1 eps)  Dec 2015 - Dec 2015  111,744 members",8.09,,Add to My List
32,532,"Mirai Shounen Conan  TV (26 eps)  Apr 1978 - Oct 1978  53,306 members",8.09,,Add to My List
33,533,"Serial Experiments Lain  TV (13 eps)  Jul 1998 - Sep 1998  825,358 members",8.09,,Add to My List
34,534,"The Fable  TV (25 eps)  Apr 2024 - Sep 2024  73,263 members  Manga Store Volume 1 $15.99 Preview",8.09,,Add to My List
35,535,"Tsurune: Tsunagari no Issha  TV (13 eps)  Jan 2023 - Mar 2023  61,159 members",8.09,,Add to My List
36,536,"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season  TV (13 eps)  Jul 2022 - Sep 2022  706,344 members",8.09,,Add to My List
37,537,"Yuusha-Ou GaoGaiGar Final  OVA (8 eps)  Jan 2000 - Mar 2003  11,270 members",8.09,,Add to My List
38,538,"Detroit Metal City  OVA (12 eps)  Aug 2008 - Oct 2008  217,352 members",8.09,,Add to My List
39,539,"Durarara!!  TV (24 eps)  Jan 2010 - Jun 2010  1,441,890 members  Manga Store Volume 1 $4.99 Preview",8.09,,Add to My List
40,540,"Fumetsu no Anata e Season 2  TV (20 eps)  Oct 2022 - Mar 2023  299,342 members  Manga Store Volume 1 $15.99 Preview",8.09,,Add to My List
41,541,"Gin no Saji  TV (11 eps)  Jul 2013 - Sep 2013  301,383 members  Manga Store Volume 1 $8.99 Preview",8.09,,Add to My List
42,542,"Hajime no Ippo: Boxer no Kobushi  Special (1 eps)  Mar 2003 - Mar 2003  59,050 members",8.09,,Add to My List
43,543,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season  TV (12 eps)  Apr 2020 - Jun 2020  229,343 members",8.09,,Add to My List
44,544,"Ansatsu Kyoushitsu  TV (22 eps)  Jan 2015 - Jun 2015  2,094,605 members",8.08,,Add to My List
45,545,"Baccano! Specials  Special (3 eps)  Feb 2008 - May 2008  182,355 members  Manga Store Volume 1 $12.99 Preview",8.08,,Add to My List
46,546,"Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture  Movie (1 eps)  Dec 1993 - Dec 1993  36,480 members",8.08,,Add to My List
47,547,"Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi  Special (1 eps)  Sep 2005 - Sep 2005  57,907 members",8.08,,Add to My List
48,548,"Haikyuu!! Movie 2: Shousha to Haisha  Movie (1 eps)  Sep 2015 - Sep 2015  101,731 members",8.08,,Add to My List
49,549,"Hidamari Sketch: Sae Hiro Sotsugyou-hen  OVA (2 eps)  Nov 2013 - Nov 2013  15,037 members  Manga Store Volume 1 $8.99 Preview",8.08,,Add to My List
50,550,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su  TV (25 eps)  Oct 2023 - Mar 2024  349,643 members  Manga Store Volume 1 $15.99 Preview",8.08,,Add to My List
0,Rank,Title,Score,,
1,551,"Tsubasa: Shunraiki  OVA (2 eps)  Mar 2009 - May 2009  63,563 members  Manga Store Volume 1 $27.99 Preview",8.08,,Add to My List
2,552,"Tsukimonogatari  TV Special (4 eps)  Dec 2014 - Dec 2014  429,003 members  Manga Store Volume 1 $13.99 Preview",8.08,,Add to My List
3,553,"Zankyou no Terror  TV (11 eps)  Jul 2014 - Sep 2014  1,209,964 members",8.08,,Add to My List
4,554,"Zhan Shen: Fanchen Shenyu  ONA (15 eps)  Jul 2024 - Oct 2024  2,435 members",8.08,,Add to My List
5,555,"Shokugeki no Souma: Ni no Sara  TV (13 eps)  Jul 2016 - Sep 2016  1,166,271 members",8.07,,Add to My List
6,556,"Skip Beat!  TV (25 eps)  Oct 2008 - Mar 2009  276,776 members",8.07,,Add to My List
7,557,"Uchouten Kazoku 2  TV (12 eps)  Apr 2017 - Jun 2017  66,416 members",8.07,,Add to My List
8,558,"Wu Liuqi: Jiyi Suipian  ONA (10 eps)  Oct 2024 - Nov 2024  8,048 members",8.07,,Add to My List
9,559,"Yuanshen: Jinzhong Ge  ONA (1 eps)  Apr 2024 - Apr 2024  5,156 members",8.07,,Add to My List
10,560,"Kanata no Astra  TV (12 eps)  Jul 2019 - Sep 2019  320,153 members",8.07,,Add to My List
11,561,"Kidou Senshi Gundam 00 Second Season  TV (25 eps)  Oct 2008 - Mar 2009  155,603 members",8.07,,Add to My List
12,562,"Kimi wa Houkago Insomnia  TV (13 eps)  Apr 2023 - Jul 2023  237,006 members",8.07,,Add to My List
13,563,"Kuroko no Basket Movie 4: Last Game  Movie (1 eps)  Mar 2017 - Mar 2017  322,667 members",8.07,,Add to My List
14,564,"Overlord IV  TV (13 eps)  Jul 2022 - Sep 2022  575,469 members  Manga Store Volume 1 $12.99 Preview",8.07,,Add to My List
15,565,"Quanzhi Gaoshou: Dianfeng Rongyao  Movie (1 eps)  Aug 2019 - Aug 2019  53,271 members",8.07,,Add to My List
16,566,"Ranma ½ (2024)  TV (12 eps)  Oct 2024 - Dec 2024  110,291 members",8.07,,Add to My List
17,567,"Boku no Hero Academia 7th Season  TV (21 eps)  May 2024 - Oct 2024  353,219 members",8.07,,Add to My List
18,568,"Gintama: Dai Hanseikai  Special (1 eps)  Mar 2010 - Mar 2010  39,409 members",8.07,,Add to My List
19,569,"Girls & Panzer: Saishuushou Part 2  Movie (1 eps)  Jun 2019 - Jun 2019  40,203 members",8.07,,Add to My List
20,570,"Gridman Universe  Movie (1 eps)  Mar 2023 - Mar 2023  34,291 members",8.07,,Add to My List
21,571,"Hikaru no Go  TV (75 eps)  Oct 2001 - Mar 2003  142,903 members",8.07,,Add to My List
22,572,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season  TV (10 eps)  Apr 2022 - Jun 2022  172,147 members",8.07,,Add to My List
23,573,"Boku no Hero Academia 2nd Season  TV (25 eps)  Apr 2017 - Sep 2017  2,602,043 members",8.06,,Add to My List
24,574,"City Hunter 2  TV (63 eps)  Apr 1988 - Jul 1989  28,639 members",8.06,,Add to My List
25,575,"Ginga Eiyuu Densetsu Gaiden (1999)  OVA (28 eps)  Dec 1999 - Jul 2000  21,166 members",8.06,,Add to My List
26,576,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 1  Movie (4 eps)  Sep 2019 - Sep 2019  31,360 members",8.06,,Add to My List
27,577,"Haikyuu!! Movie 1: Owari to Hajimari  Movie (1 eps)  Jul 2015 - Jul 2015  111,526 members",8.06,,Add to My List
28,578,"Hyouka  TV (22 eps)  Apr 2012 - Sep 2012  1,417,587 members",8.06,,Add to My List
29,579,"Spy x Family Season 2  TV (12 eps)  Oct 2023 - Dec 2023  562,047 members",8.06,,Add to My List
30,580,"Uma Musume: Pretty Derby Season 2  TV (13 eps)  Jan 2021 - Mar 2021  57,384 members",8.06,,Add to My List
31,581,"JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2  ONA (12 eps)  Sep 2022 - Sep 2022  291,184 members",8.06,,Add to My List
32,582,"Kamisama Hajimemashita OVA  OVA (2 eps)  Aug 2013 - Aug 2013  139,036 members",8.06,,Add to My List
33,583,"Karasu wa Aruji wo Erabanai  TV (20 eps)  Apr 2024 - Sep 2024  46,112 members",8.06,,Add to My List
34,584,"Kidou Senshi Gundam: Tekketsu no Orphans  TV (25 eps)  Oct 2015 - Mar 2016  255,307 members",8.06,,Add to My List
35,585,"Koukaku Kidoutai: Stand Alone Complex - The Laughing Man  OVA (1 eps)  Sep 2005 - Sep 2005  41,894 members",8.06,,Add to My List
36,586,"Kuroshitsuji: Book of Circus  TV (10 eps)  Jul 2014 - Sep 2014  421,733 members  Manga Store Volume 1 $8.99 Preview",8.06,,Add to My List
37,587,"Kyou kara Ore wa!!  OVA (10 eps)  Apr 1993 - Dec 1997  36,571 members",8.06,,Add to My List
38,588,"Mahoutsukai no Yome  TV (24 eps)  Oct 2017 - Mar 2018  967,898 members",8.06,,Add to My List
39,589,"Meitantei Conan Movie 08: Ginyoku no Magician  Movie (1 eps)  Apr 2004 - Apr 2004  58,948 members",8.06,,Add to My List
40,590,"Meitantei Conan Movie 18: Ijigen no Sniper  Movie (1 eps)  Apr 2014 - Apr 2014  45,421 members",8.06,,Add to My List
41,591,"Kodomo no Omocha (TV)  TV (102 eps)  Apr 1996 - Mar 1998  72,243 members",8.05,,Add to My List
42,592,"Koukyoushihen Eureka Seven  TV (50 eps)  Apr 2005 - Apr 2006  445,057 members",8.05,,Add to My List
43,593,"Kuroko no Basket  TV (25 eps)  Apr 2012 - Sep 2012  1,245,828 members",8.05,,Add to My List
44,594,"Kuroshitsuji: Book of Murder  OVA (2 eps)  Jan 2015 - Feb 2015  258,547 members  Manga Store Volume 1 $8.99 Preview",8.05,,Add to My List
45,595,"Meitantei Conan Movie 25: Halloween no Hanayome  Movie (1 eps)  Apr 2022 - Apr 2022  17,440 members",8.05,,Add to My List
46,596,"No Game No Life  TV (12 eps)  Apr 2014 - Jun 2014  2,463,196 members  Manga Store Volume 1 $9.99 Preview",8.05,,Add to My List
47,597,"One Piece Film: Strong World  Movie (1 eps)  Dec 2009 - Dec 2009  264,973 members",8.05,,Add to My List
48,598,"Saint Seiya: Meiou Hades Juuni Kyuu-hen  OVA (13 eps)  Nov 2002 - Jul 2003  59,406 members",8.05,,Add to My List
49,599,"Sakura-sou no Pet na Kanojo  TV (24 eps)  Oct 2012 - Mar 2013  1,278,710 members",8.05,,Add to My List
50,600,"Angel Beats!  TV (13 eps)  Apr 2010 - Jun 2010  2,124,166 members",8.05,,Add to My List
0,Rank,Title,Score,,
1,601,"Azumanga Daiou The Animation  TV (26 eps)  Apr 2002 - Oct 2002  387,345 members",8.05,,Add to My List
2,602,"Darker than Black: Kuro no Keiyakusha  TV (25 eps)  Apr 2007 - Sep 2007  970,915 members",8.05,,Add to My List
3,603,"Dorohedoro  TV (12 eps)  Jan 2020 - Mar 2020  581,455 members",8.05,,Add to My List
4,604,"Douluo Dalu II: Jueshi Tangmen  ONA (104 eps)  Jun 2023 - 4,867 members",8.05,,Add to My List
5,605,"Durarara!!x2 Ketsu  TV (12 eps)  Jan 2016 - Mar 2016  388,495 members  Manga Store Volume 1 $4.99 Preview",8.05,,Add to My List
6,606,"Toradora!  TV (25 eps)  Oct 2008 - Mar 2009  2,268,106 members",8.05,,Add to My List
