,0,1,2,3,4
1,201,"Ramayana: The Legend of Prince Rama  Movie (1 eps)  Jan 1993 - Jan 1993  12,651 members",8.39,,Add to My List
2,202,"Blue Giant  Movie (1 eps)  Feb 2023 - Feb 2023  35,967 members",8.39,,Add to My List
3,203,"Girls Band Cry  TV (13 eps)  Apr 2024 - Jun 2024  98,776 members",8.39,,Add to My List
4,204,"Houseki no Kuni  TV (12 eps)  Oct 2017 - Dec 2017  484,939 members  Manga Store Volume 1 $17.99 Preview",8.39,,Add to My List
5,205,"Sayonara no Asa ni Yakusoku no Hana wo Kazarou  Movie (1 eps)  Feb 2018 - Feb 2018  457,672 members",8.39,,Add to My List
6,206,"Vivy: Fluorite Eye's Song  TV (13 eps)  Apr 2021 - Jun 2021  567,470 members",8.39,,Add to My List
7,207,"Yuru Camp△ Movie  Movie (1 eps)  Jul 2022 - Jul 2022  86,581 members",8.39,,Add to My List
8,208,"Josee to Tora to Sakana-tachi  Movie (1 eps)  Dec 2020 - Dec 2020  463,672 members",8.38,,Add to My List
9,209,"Kaze ga Tsuyoku Fuiteiru  TV (23 eps)  Oct 2018 - Mar 2019  314,037 members",8.38,,Add to My List
10,210,"Made in Abyss Movie 2: Hourou Suru Tasogare  Movie (1 eps)  Jan 2019 - Jan 2019  148,680 members",8.38,,Add to My List
11,211,"Chi. Chikyuu no Undou ni Tsuite  TV (25 eps)  Oct 2024 - 121,403 members",8.38,,Add to My List
12,212,"Chihayafuru 2  TV (25 eps)  Jan 2013 - Jun 2013  242,223 members  Manga Store Volume 1 $15.99 Preview",8.38,,Add to My List
13,213,"Cowboy Bebop: Tengoku no Tobira  Movie (1 eps)  Sep 2001 - Sep 2001  391,290 members",8.38,,Add to My List
14,214,"Fruits Basket: Prelude  Movie (1 eps)  Feb 2022 - Feb 2022  117,284 members  Manga Store Volume 1 $12.99 Preview",8.38,,Add to My List
15,215,"Gintama°: Aizome Kaori-hen  OVA (2 eps)  Aug 2016 - Nov 2016  88,477 members",8.38,,Add to My List
16,216,"3-gatsu no Lion  TV (22 eps)  Oct 2016 - Mar 2017  700,069 members",8.37,,Add to My List
17,217,"Barakamon  TV (12 eps)  Jul 2014 - Sep 2014  683,472 members  Manga Store Volume 1 $8.99 Preview",8.37,,Add to My List
18,218,"Cross Game  TV (50 eps)  Apr 2009 - Mar 2010  127,735 members",8.37,,Add to My List
19,219,"Haikyuu!! To the Top  TV (13 eps)  Jan 2020 - Apr 2020  985,212 members",8.37,,Add to My List
20,220,"Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)  Movie (1 eps)  Aug 2009 - Aug 2009  212,007 members",8.37,,Add to My List
21,221,"Mahou Shoujo Madoka★Magica  TV (12 eps)  Jan 2011 - Apr 2011  1,335,169 members  Manga Store Volume 1 $8.99 Preview",8.37,,Add to My List
22,222,"Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari  Movie (1 eps)  Oct 2012 - Oct 2012  209,657 members",8.37,,Add to My List
23,223,"Kizumonogatari I: Tekketsu-hen  Movie (1 eps)  Jan 2016 - Jan 2016  551,338 members  Manga Store Part1 $13.99 Preview",8.36,,Add to My List
24,224,"Kono Subarashii Sekai ni Shukufuku wo! 3  TV (11 eps)  Apr 2024 - Jun 2024  468,488 members  Manga Store Volume 1 $9.99 Preview",8.36,,Add to My List
25,225,"Mushoku Tensei: Isekai Ittara Honki Dasu  TV (11 eps)  Jan 2021 - Mar 2021  1,427,914 members",8.36,,Add to My List
26,226,"Non Non Biyori Nonstop  TV (12 eps)  Jan 2021 - Mar 2021  130,710 members",8.36,,Add to My List
27,227,"Tensei shitara Slime Datta Ken 2nd Season  TV (12 eps)  Jan 2021 - Mar 2021  1,027,419 members  Manga Store Volume 1 $17.99 Preview",8.36,,Add to My List
28,228,"Tunshi Xingkong 3rd Season  ONA (33 eps)  Sep 2022 - Apr 2023  2,985 members",8.36,,Add to My List
29,229,"Gintama: Shiroyasha Koutan  Special (1 eps)  Sep 2008 - Sep 2008  72,148 members",8.36,,Add to My List
30,230,"Baccano!  TV (13 eps)  Jul 2007 - Nov 2007  927,446 members  Manga Store Volume 1 $12.99 Preview",8.35,,Add to My List
31,231,"Hellsing Ultimate  OVA (10 eps)  Feb 2006 - Dec 2012  965,170 members",8.35,,Add to My List
32,232,"Initial D First Stage  TV (26 eps)  Apr 1998 - Dec 1998  406,341 members  Manga Store Volume 1 $15.99 Preview",8.35,,Add to My List
33,233,"K-On! Movie  Movie (1 eps)  Dec 2011 - Dec 2011  340,671 members  Manga Store Volume 1 $8.99 Preview",8.35,,Add to My List
34,234,"Kaze no Tani no Nausicaä  Movie (1 eps)  Mar 1984 - Mar 1984  392,529 members",8.35,,Add to My List
35,235,"Kimetsu no Yaiba: Mugen Ressha-hen  TV (7 eps)  Oct 2021 - Nov 2021  845,621 members",8.35,,Add to My List
36,236,"Meitantei Conan Movie 26: Kurogane no Submarine  Movie (1 eps)  Apr 2023 - Apr 2023  14,777 members",8.35,,Add to My List
37,237,"Shinseiki Evangelion  TV (26 eps)  Oct 1995 - Mar 1996  1,894,318 members",8.35,,Add to My List
38,238,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan  TV (12 eps)  Jul 2020 - Sep 2020  766,995 members  Manga Store Volume 1 $9.99 Preview",8.35,,Add to My List
39,239,"Versailles no Bara  TV (40 eps)  Oct 1979 - Sep 1980  104,486 members",8.34,,Add to My List
40,240,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou  Special (1 eps)  Jul 2018 - Jul 2018  347,966 members",8.34,,Add to My List
41,241,"Violet Evergarden: Recollections  Special (1 eps)  Oct 2021 - Oct 2021  37,012 members",8.34,,Add to My List
42,242,"Wu Shan Wu Xing: Xichuan Huan Zi Lin  ONA (4 eps)  Jul 2023 - Aug 2023  15,195 members",8.34,,Add to My List
43,243,"Fumetsu no Anata e  TV (20 eps)  Apr 2021 - Aug 2021  916,742 members  Manga Store Volume 1 $15.99 Preview",8.34,,Add to My List
44,244,"Girls & Panzer: Saishuushou Part 4  Movie (1 eps)  Oct 2023 - Oct 2023  20,194 members",8.34,,Add to My List
45,245,"IDOLiSH7 Third Beat! Part 2  TV (17 eps)  Oct 2022 - Feb 2023  15,641 members",8.34,,Add to My List
46,246,"Bakuman. 2nd Season  TV (25 eps)  Oct 2011 - Mar 2012  360,876 members",8.33,,Add to My List
47,247,"Douluo Dalu 2nd Season  ONA (237 eps)  Dec 2018 - Jun 2023  21,732 members",8.33,,Add to My List
48,248,"Hibike! Euphonium 2  TV (13 eps)  Oct 2016 - Dec 2016  243,090 members  Manga Store Volume 1 $9.99 Preview",8.33,,Add to My List
49,249,"Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack  Movie (1 eps)  Nov 2024 - Nov 2024  26,997 members  Manga Store Volume 1 $15.99 Preview",8.33,,Add to My List
50,250,"Usagi Drop  TV (11 eps)  Jul 2011 - Sep 2011  507,622 members",8.33,,Add to My List
0,Rank,Title,Score,,
1,251,"Kidou Senshi Gundam: The Origin  OVA (6 eps)  Feb 2015 - May 2018  77,722 members",8.33,,Add to My List
2,252,"Kiseijuu: Sei no Kakuritsu  TV (24 eps)  Oct 2014 - Mar 2015  1,937,798 members  Manga Store Volume 1 $15.99 Preview",8.33,,Add to My List
3,253,"Natsume Yuujinchou: Itsuka Yuki no Hi ni  OVA (1 eps)  Feb 2014 - Feb 2014  82,792 members",8.33,,Add to My List
4,254,"Psycho-Pass  TV (22 eps)  Oct 2012 - Mar 2013  1,679,538 members",8.33,,Add to My List
5,255,"Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season  TV (13 eps)  Jul 2020 - Sep 2020  1,175,164 members  Manga Store Volume 1 $9.99 Preview",8.33,,Add to My List
6,256,"One Outs  TV (25 eps)  Oct 2008 - Apr 2009  246,176 members",8.32,,Add to My List
7,257,"86  TV (11 eps)  Apr 2021 - Jun 2021  851,829 members  Manga Store Volume 1 $9.99 Preview",8.32,,Add to My List
8,258,"Ashita no Joe  TV (79 eps)  Apr 1970 - Sep 1971  99,372 members  Manga Store Volume 1 $27.99 Preview",8.32,,Add to My List
9,259,"Bakemonogatari  TV (15 eps)  Jul 2009 - Jun 2010  1,437,934 members  Manga Store Part1 $13.99 Preview",8.32,,Add to My List
10,260,"Dr. Stone: New World Part 2  TV (11 eps)  Oct 2023 - Dec 2023  332,179 members",8.32,,Add to My List
11,261,"Fate/stay night: Unlimited Blade Works 2nd Season  TV (13 eps)  Apr 2015 - Jun 2015  878,904 members",8.32,,Add to My List
12,262,"Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu  Movie (12 eps)  Mar 2022 - May 2022  23,202 members",8.32,,Add to My List
13,263,"Tunshi Xingkong 4th Season  ONA (123 eps)  Oct 2023 - 3,442 members",8.32,,Add to My List
14,264,"Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai  Movie (1 eps)  Dec 2023 - Dec 2023  112,546 members  Manga Store Volume 1 $9.99 Preview",8.31,,Add to My List
15,265,"Tensei shitara Slime Datta Ken 2nd Season Part 2  TV (12 eps)  Jul 2021 - Sep 2021  829,981 members  Manga Store Volume 1 $17.99 Preview",8.31,,Add to My List
16,266,"Uchuu Senkan Yamato 2199  OVA (26 eps)  May 2012 - Oct 2013  119,280 members",8.31,,Add to My List
17,267,"Kage no Jitsuryokusha ni Naritakute! 2nd Season  TV (12 eps)  Oct 2023 - Dec 2023  437,543 members  Manga Store Volume 1 $12.99 Preview",8.31,,Add to My List
18,268,"Major S6  TV (25 eps)  Apr 2010 - Sep 2010  64,577 members",8.31,,Add to My List
19,269,"Natsume Yuujinchou Go Specials  Special (2 eps)  Mar 2017 - Apr 2017  48,961 members",8.31,,Add to My List
20,270,"NHK ni Youkoso!  TV (24 eps)  Jul 2006 - Dec 2006  778,712 members",8.31,,Add to My List
21,271,"Romeo no Aoi Sora  TV (33 eps)  Jan 1995 - Dec 1995  52,040 members",8.31,,Add to My List
22,272,"Ginga Eiyuu Densetsu: Die Neue These - Sakubou  Movie (12 eps)  Sep 2022 - Nov 2022  16,035 members",8.31,,Add to My List
23,273,"Hunter x Hunter: Original Video Animation  OVA (8 eps)  Jan 2002 - Apr 2002  130,793 members",8.31,,Add to My List
24,274,"Boku dake ga Inai Machi  TV (12 eps)  Jan 2016 - Mar 2016  2,169,925 members  Manga Store Volume 1 $8.99 Preview",8.30,,Add to My List
25,275,"Diamond no Ace: Second Season  TV (51 eps)  Apr 2015 - Mar 2016  142,573 members  Manga Store Volume 1 $15.99 Preview",8.30,,Add to My List
26,276,"Evangelion Movie 2: Ha  Movie (1 eps)  Jul 2009 - Jul 2009  562,422 members",8.30,,Add to My List
27,277,"Given  TV (11 eps)  Jul 2019 - Sep 2019  597,201 members",8.30,,Add to My List
28,278,"Sasaki to Miyano Movie: Sotsugyou-hen  Movie (1 eps)  Feb 2023 - Feb 2023  50,024 members  Manga Store Volume 1 $8.99 Preview",8.30,,Add to My List
29,279,"Tunshi Xingkong 2nd Season  ONA (26 eps)  Dec 2021 - Sep 2022  6,892 members",8.30,,Add to My List
30,280,"Kaijuu 8-gou  TV (12 eps)  Apr 2024 - Jun 2024  534,678 members",8.30,,Add to My List
31,281,"Katanagatari  TV (12 eps)  Jan 2010 - Dec 2010  575,258 members  Manga Store Part1 $13.99 Preview",8.30,,Add to My List
32,282,"Kemono no Souja Erin  TV (50 eps)  Jan 2009 - Dec 2009  89,299 members",8.30,,Add to My List
33,283,"Kingdom 2nd Season  TV (39 eps)  Jun 2013 - Mar 2014  134,608 members",8.30,,Add to My List
34,284,"Luo Xiao Hei Zhan Ji (Movie)  Movie (1 eps)  Sep 2019 - Sep 2019  29,157 members",8.30,,Add to My List
35,285,"Natsume Yuujinchou  TV (13 eps)  Jul 2008 - Sep 2008  561,720 members",8.30,,Add to My List
36,286,"Ookami to Koushinryou II  TV (12 eps)  Jul 2009 - Sep 2009  506,754 members  Manga Store Volume 1 $4.99 Preview",8.30,,Add to My List
37,287,"Kuroko no Basket 3rd Season  TV (25 eps)  Jan 2015 - Jun 2015  788,809 members",8.29,,Add to My List
38,288,"Meitantei Conan Movie 06: Baker Street no Bourei  Movie (1 eps)  Apr 2002 - Apr 2002  80,647 members",8.29,,Add to My List
39,289,"Sakamichi no Apollon  TV (12 eps)  Apr 2012 - Jun 2012  398,646 members",8.29,,Add to My List
40,290,"Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.  TV (11 eps)  Apr 2011 - Jun 2011  1,645,870 members",8.29,,Add to My List
41,291,"Ao no Hako  TV (25 eps)  Oct 2024 - 193,600 members",8.29,,Add to My List
42,292,"Beck  TV (26 eps)  Oct 2004 - Mar 2005  353,934 members  Manga Store Volume 1 $15.99 Preview",8.29,,Add to My List
43,293,"Initial D Final Stage  TV (4 eps)  May 2014 - Jun 2014  153,046 members  Manga Store Volume 1 $15.99 Preview",8.29,,Add to My List
44,294,"Steins;Gate: Oukoubakko no Poriomania  Special (1 eps)  Feb 2012 - Feb 2012  452,202 members",8.29,,Add to My List
45,295,"Tokyo Godfathers  Movie (1 eps)  Nov 2003 - Nov 2003  308,382 members",8.28,,Add to My List
46,296,"Yuukoku no Moriarty Part 2  TV (13 eps)  Apr 2021 - Jun 2021  268,858 members",8.28,,Add to My List
47,297,"Kino no Tabi: The Beautiful World  TV (13 eps)  Apr 2003 - Jul 2003  331,998 members",8.28,,Add to My List
48,298,"Major: World Series  OVA (2 eps)  Dec 2011 - Jan 2012  37,814 members",8.28,,Add to My List
49,299,"One Piece: Gyojin Tou-hen  TV (21 eps)  Nov 2024 - 29,931 members",8.28,,Add to My List
50,300,"Redline  Movie (1 eps)  Aug 2009 - Aug 2009  396,821 members",8.28,,Add to My List
0,Rank,Title,Score,,
1,301,"Rurouni Kenshin: Meiji Kenkaku Romantan  TV (94 eps)  Jan 1996 - Sep 1998  508,222 members",8.28,,Add to My List
2,302,"Doukyuusei  Movie (1 eps)  Feb 2016 - Feb 2016  280,095 members",8.28,,Add to My List
3,303,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 3  Movie (4 eps)  Nov 2019 - Nov 2019  27,854 members",8.28,,Add to My List
4,304,"Gintama: Shinyaku Benizakura-hen  Special (1 eps)  Dec 2010 - Dec 2010  45,276 members",8.28,,Add to My List
5,305,"Diamond no Ace: Act II  TV (52 eps)  Apr 2019 - Mar 2020  94,688 members",8.27,,Add to My List
6,306,"Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi  Movie (1 eps)  Mar 2011 - Mar 2011  18,100 members",8.27,,Add to My List
7,307,"Dr. Stone  TV (24 eps)  Jul 2019 - Dec 2019  1,820,257 members",8.27,,Add to My List
8,308,"Fate/Zero  TV (13 eps)  Oct 2011 - Dec 2011  1,540,948 members",8.27,,Add to My List
9,309,"Gin no Saji 2nd Season  TV (11 eps)  Jan 2014 - Mar 2014  149,100 members  Manga Store Volume 1 $8.99 Preview",8.27,,Add to My List
10,310,"Hotarubi no Mori e  Movie (1 eps)  Sep 2011 - Sep 2011  845,407 members",8.27,,Add to My List
11,311,"Shirobako  TV (24 eps)  Oct 2014 - Mar 2015  455,587 members",8.27,,Add to My List
12,312,"Suzume no Tojimari  Movie (1 eps)  Nov 2022 - Nov 2022  418,394 members  Manga Store Volume 1 $15.99 Preview",8.27,,Add to My List
13,313,"Tenki no Ko  Movie (1 eps)  Jul 2019 - Jul 2019  1,051,371 members  Manga Store Volume 1 $12.99 Preview",8.27,,Add to My List
14,314,"Yuru Camp△  TV (12 eps)  Jan 2018 - Mar 2018  514,095 members  Manga Store Volume 1 $8.99 Preview",8.27,,Add to My List
15,315,"Kage no Jitsuryokusha ni Naritakute!  TV (20 eps)  Oct 2022 - Feb 2023  739,281 members  Manga Store Volume 1 $12.99 Preview",8.27,,Add to My List
16,316,"Koukaku Kidoutai  Movie (1 eps)  Nov 1995 - Nov 1995  661,956 members  Manga Store Volume 1 $21.99 Preview",8.27,,Add to My List
17,317,"Naruto: Shippuuden  TV (500 eps)  Feb 2007 - Mar 2017  2,582,532 members",8.27,,Add to My List
18,318,"Ore dake Level Up na Ken  TV (12 eps)  Jan 2024 - Mar 2024  837,815 members",8.27,,Add to My List
19,319,"Gyakkyou Burai Kaiji: Ultimate Survivor  TV (26 eps)  Oct 2007 - Apr 2008  368,237 members  Manga Store Volume 1 $8.99 Preview",8.26,,Add to My List
20,320,"Hajime no Ippo: Champion Road  TV Special (1 eps)  Apr 2003 - Apr 2003  146,047 members",8.26,,Add to My List
21,321,"Space☆Dandy 2nd Season  TV (13 eps)  Jul 2014 - Sep 2014  173,477 members",8.26,,Add to My List
22,322,"Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero  TV Special (1 eps)  Dec 2015 - Dec 2015  272,662 members",8.26,,Add to My List
23,323,"Tanoshii Muumin Ikka  TV (78 eps)  Apr 1990 - Oct 1991  29,538 members",8.26,,Add to My List
24,324,"Tenkuu no Shiro Laputa  Movie (1 eps)  Aug 1986 - Aug 1986  508,984 members",8.26,,Add to My List
25,325,"Tsubasa: Tokyo Revelations  OVA (3 eps)  Nov 2007 - Mar 2008  97,755 members  Manga Store Volume 1 $27.99 Preview",8.26,,Add to My List
26,326,"Shinsekai yori  TV (25 eps)  Sep 2012 - Mar 2013  796,449 members",8.25,,Add to My List
27,327,"Stranger: Mukou Hadan  Movie (1 eps)  Sep 2007 - Sep 2007  341,781 members",8.25,,Add to My List
28,328,"Tonari no Totoro  Movie (1 eps)  Apr 1988 - Apr 1988  1,103,937 members",8.25,,Add to My List
29,329,"World Trigger 3rd Season  TV (14 eps)  Oct 2021 - Jan 2022  127,431 members",8.25,,Add to My List
30,330,"Kono Subarashii Sekai ni Shukufuku wo! 2  TV (10 eps)  Jan 2017 - Mar 2017  1,574,745 members  Manga Store Volume 1 $9.99 Preview",8.25,,Add to My List
31,331,"Kuroshitsuji Movie: Book of the Atlantic  Movie (1 eps)  Jan 2017 - Jan 2017  210,745 members  Manga Store Volume 1 $8.99 Preview",8.25,,Add to My List
32,332,"Nodame Cantabile  TV (23 eps)  Jan 2007 - Jun 2007  321,545 members  Manga Store Volume 1 $15.99 Preview",8.25,,Add to My List
33,333,"Planetes  TV (26 eps)  Oct 2003 - Apr 2004  264,112 members",8.25,,Add to My List
34,334,"Dororo  TV (24 eps)  Jan 2019 - Jun 2019  1,286,623 members",8.25,,Add to My List
35,335,"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen  TV (11 eps)  Jan 2023 - Mar 2023  253,461 members  Manga Store Volume 1 $9.99 Preview",8.25,,Add to My List
36,336,"Hunter x Hunter: Greed Island Final  OVA (14 eps)  Mar 2004 - Aug 2004  149,799 members",8.25,,Add to My List
37,337,"Bocchi the Rock! Movie  Movie (2 eps)  Jun 2024 - Aug 2024  60,955 members",8.24,,Add to My List
38,338,"Boku no Hero Academia 6th Season  TV (25 eps)  Oct 2022 - Mar 2023  715,838 members",8.24,,Add to My List
39,339,"Boku no Kokoro no Yabai Yatsu  TV (12 eps)  Apr 2023 - Jun 2023  361,822 members",8.24,,Add to My List
40,340,"Doupo Cangqiong 4th Season  ONA (24 eps)  Mar 2021 - Aug 2021  8,407 members",8.24,,Add to My List
41,341,"Golden Kamuy 2nd Season  TV (12 eps)  Oct 2018 - Dec 2018  217,765 members",8.24,,Add to My List
42,342,"Gyakkyou Burai Kaiji: Hakairoku-hen  TV (26 eps)  Apr 2011 - Sep 2011  201,106 members",8.24,,Add to My List
43,343,"Haikyuu!! Movie 4: Concept no Tatakai  Movie (1 eps)  Sep 2017 - Sep 2017  94,440 members",8.24,,Add to My List
44,344,"Hajime no Ippo: Mashiba vs. Kimura  OVA (1 eps)  Sep 2003 - Sep 2003  117,712 members",8.24,,Add to My List
45,345,"Sennen Joyuu  Movie (1 eps)  Sep 2002 - Sep 2002  196,311 members",8.24,,Add to My List
46,346,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season  TV (25 eps)  Oct 2024 - 147,478 members  Manga Store Volume 1 $15.99 Preview",8.24,,Add to My List
47,347,"Meitantei Conan: Episode One - Chiisaku Natta Meitantei  TV Special (1 eps)  Dec 2016 - Dec 2016  32,440 members",8.24,,Add to My List
48,348,"Non Non Biyori Movie: Vacation  Movie (1 eps)  Aug 2018 - Aug 2018  81,928 members",8.24,,Add to My List
49,349,"Kamisama Hajimemashita◎  TV (12 eps)  Jan 2015 - Mar 2015  433,298 members",8.23,,Add to My List
50,350,"Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season  TV (25 eps)  Oct 2016 - Apr 2017  150,807 members",8.23,,Add to My List
0,Rank,Title,Score,,
1,351,"Kobayashi-san Chi no Maid Dragon S  TV (12 eps)  Jul 2021 - Sep 2021  579,897 members",8.23,,Add to My List
2,352,"Majo no Takkyuubin  Movie (1 eps)  Jul 1989 - Jul 1989  617,840 members",8.23,,Add to My List
3,353,"Mushoku Tensei II: Isekai Ittara Honki Dasu  TV (12 eps)  Jul 2023 - Sep 2023  645,943 members",8.23,,Add to My List
4,354,"Re:Zero kara Hajimeru Isekai Seikatsu  TV (25 eps)  Apr 2016 - Sep 2016  2,295,425 members  Manga Store Volume 1 $9.99 Preview",8.23,,Add to My List
5,355,"Bakemono no Ko  Movie (1 eps)  Jul 2015 - Jul 2015  436,940 members  Manga Store Volume 1 $8.99 Preview",8.23,,Add to My List
6,356,"BanG Dream! It's MyGO!!!!!  TV (13 eps)  Jun 2023 - Sep 2023  27,160 members",8.23,,Add to My List
7,357,"Danshi Koukousei no Nichijou  TV (12 eps)  Jan 2012 - Mar 2012  849,177 members",8.23,,Add to My List
8,358,"Fanren Xiu Xian Chuan 3rd Season  ONA (48 eps)  Nov 2023 - Oct 2024  2,077 members",8.23,,Add to My List
9,359,"IDOLiSH7 Third Beat!  TV (13 eps)  Jul 2021 - Sep 2021  24,430 members",8.23,,Add to My List
10,360,"Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai  TV (13 eps)  Oct 2018 - Dec 2018  1,817,314 members  Manga Store Volume 1 $9.99 Preview",8.23,,Add to My List
11,361,"Spy x Family Part 2  TV (13 eps)  Oct 2022 - Dec 2022  1,007,286 members",8.23,,Add to My List
12,362,"Wu Liuqi: Zui Qiang Fa Xing Shi  ONA (10 eps)  Oct 2019 - Jan 2020  84,717 members",8.23,,Add to My List
13,363,"Youjo Senki Movie  Movie (1 eps)  Feb 2019 - Feb 2019  300,187 members  Manga Store Volume 1 $9.99 Preview",8.23,,Add to My List
14,364,"Shen Yin Wangzuo 2nd Season  ONA (? eps)  Nov 2022 - 5,501 members",8.22,,Add to My List
15,365,"Shoujo Kakumei Utena  TV (39 eps)  Apr 1997 - Dec 1997  230,991 members",8.22,,Add to My List
16,366,"Shoujo Shuumatsu Ryokou  TV (12 eps)  Oct 2017 - Dec 2017  365,119 members  Manga Store Volume 1 $8.99 Preview",8.22,,Add to My List
17,367,"Trigun  TV (26 eps)  Apr 1998 - Sep 1998  790,069 members",8.22,,Add to My List
18,368,"Xian Ni  ONA (76 eps)  Sep 2023 - 4,638 members",8.22,,Add to My List
19,369,"Yubisaki to Renren  TV (12 eps)  Jan 2024 - Mar 2024  273,053 members  Manga Store Volume 1 $15.99 Preview",8.22,,Add to My List
20,370,"Kono Sekai no Katasumi ni  Movie (1 eps)  Nov 2016 - Nov 2016  196,202 members",8.22,,Add to My List
21,371,"Liz to Aoi Tori  Movie (1 eps)  Apr 2018 - Apr 2018  150,608 members",8.22,,Add to My List
22,372,"Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari  Movie (1 eps)  Oct 2012 - Oct 2012  206,429 members",8.22,,Add to My List
23,373,"Mimi wo Sumaseba  Movie (1 eps)  Jul 1995 - Jul 1995  381,684 members",8.22,,Add to My List
24,374,"Nodame Cantabile Finale  TV (11 eps)  Jan 2010 - Mar 2010  130,127 members  Manga Store Volume 1 $15.99 Preview",8.22,,Add to My List
25,375,"Kaguya-hime no Monogatari  Movie (1 eps)  Nov 2013 - Nov 2013  243,635 members",8.21,,Add to My List
26,376,"Magi: The Kingdom of Magic  TV (25 eps)  Oct 2013 - Mar 2014  864,974 members",8.21,,Add to My List
27,377,"Major S1  TV (26 eps)  Nov 2004 - May 2005  104,196 members",8.21,,Add to My List
28,378,"Major S3  TV (26 eps)  Jan 2007 - Jun 2007  71,055 members",8.21,,Add to My List
29,379,"Ookami to Koushinryou  TV (13 eps)  Jan 2008 - Mar 2008  842,489 members  Manga Store Volume 1 $4.99 Preview",8.21,,Add to My List
30,380,"Tengoku Daimakyou  TV (13 eps)  Apr 2023 - Jun 2023  545,203 members",8.21,,Add to My List
31,381,"Berserk: Ougon Jidai-hen III - Kourin  Movie (1 eps)  Feb 2013 - Feb 2013  234,490 members",8.21,,Add to My List
32,382,"Blue Lock  TV (24 eps)  Oct 2022 - Mar 2023  775,098 members  Manga Store Volume 1 $15.99 Preview",8.21,,Add to My List
33,383,"Cardcaptor Sakura Movie 2: Fuuin Sareta Card  Movie (1 eps)  Jul 2000 - Jul 2000  118,969 members  Manga Store Volume 1 $19.99 Preview",8.21,,Add to My List
34,384,"Fruits Basket 1st Season  TV (25 eps)  Apr 2019 - Sep 2019  878,749 members  Manga Store Volume 1 $12.99 Preview",8.21,,Add to My List
35,385,"Bungou Stray Dogs 3rd Season  TV (12 eps)  Apr 2019 - Jun 2019  666,548 members  Manga Store Volume 1 $8.99 Preview",8.20,,Add to My List
36,386,"Great Pretender  TV (23 eps)  Jul 2020 - Dec 2020  698,133 members",8.20,,Add to My List
37,387,"Horimiya  TV (13 eps)  Jan 2021 - Apr 2021  1,479,039 members  Manga Store Volume 1 $3.99 Preview",8.20,,Add to My List
38,388,"InuYasha: Kanketsu-hen  TV (26 eps)  Oct 2009 - Mar 2010  292,764 members",8.20,,Add to My List
39,389,"Kimetsu no Yaiba: Katanakaji no Sato-hen  TV (11 eps)  Apr 2023 - Jun 2023  945,648 members",8.20,,Add to My List
40,390,"Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season  TV (? eps)  Jan 2025 - 89,319 members",8.20,,Add to My List
41,391,"Kuroko no Basket 2nd Season  TV (25 eps)  Oct 2013 - Mar 2014  883,352 members",8.20,,Add to My List
42,392,"Meitantei Conan Movie 13: Shikkoku no Chaser  Movie (1 eps)  Apr 2009 - Apr 2009  61,900 members",8.20,,Add to My List
43,393,"Quanzhi Gaoshou Specials  ONA (3 eps)  Apr 2018 - May 2018  109,099 members",8.20,,Add to My List
44,394,"ReLIFE: Kanketsu-hen  Special (4 eps)  Mar 2018 - Mar 2018  416,605 members",8.20,,Add to My List
45,395,"Saiki Kusuo no Ψ-nan: Kanketsu-hen  TV Special (1 eps)  Dec 2018 - Dec 2018  231,535 members",8.20,,Add to My List
46,396,"Sasaki to Miyano  TV (12 eps)  Jan 2022 - Mar 2022  211,624 members  Manga Store Volume 1 $8.99 Preview",8.20,,Add to My List
47,397,"SKET Dance  TV (77 eps)  Apr 2011 - Sep 2012  229,895 members",8.20,,Add to My List
48,398,"xxxHOLiC◆Kei  TV (13 eps)  Apr 2008 - Jun 2008  148,317 members  Manga Store Volume 1 $27.99 Preview",8.20,,Add to My List
49,399,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku  TV (13 eps)  Apr 2015 - Jun 2015  1,102,681 members  Manga Store Volume 1 $9.99 Preview",8.20,,Add to My List
50,400,"Senki Zesshou Symphogear XV  TV (13 eps)  Jul 2019 - Sep 2019  41,229 members",8.19,,Add to My List
0,Rank,Title,Score,,
